,Name,Position,Age,Overall_Rating,Potential,Duration,Team,Value € M,Wage € K,Total_Stats,photo_link
19181,Osmar Fernández,ST,20,59,63,2018 ~ 2021,Sol de América,0.325,500,1580,https://cdn.sofifa.net/players/254/463/21_180.png
19182,Maikel Chang,RM,31,64,64,2019 ~ 2023,Real Salt Lake,0.475,2,1595,https://cdn.sofifa.net/players/254/464/23_180.png
19183,Tom Strannegård,LM,19,59,72,2019 ~ 2022,AIK,0.525,800,1553,https://cdn.sofifa.net/players/254/465/22_180.png
19184,Arne Cassaert,CB,20,57,68,2019 ~ 2022,Cercle Brugge,0.325,1,1317,https://cdn.sofifa.net/players/254/467/22_180.png
19185,Lukas Böhm,GK,17,55,65,2019 ~ 2020,Magdeburg,0.09,500,811,https://cdn.sofifa.net/players/254/468/20_180.png
19186,Viktor Gustafson,RWB,27,63,64,2018 ~ 2026,Mjällby,0.5,850,1605,https://cdn.sofifa.net/players/254/469/23_180.png
19187,Luke Thomas,LWB,21,73,78,2017 ~ 2024,Leicester City,4.4,35,1829,https://cdn.sofifa.net/players/254/470/23_180.png
19188,Faiz Mattoir,CAM,19,57,69,2019 ~ 2021,Ajaccio,0.4,650,1453,https://cdn.sofifa.net/players/254/471/21_180.png
19189,Ole Sebastian Sundgot,ST,18,52,62,2019 ~ 2023,Molde,0.08,550,1285,https://cdn.sofifa.net/players/254/473/20_180.png
19190,Brede Sandmoen,CM,20,53,67,2019 ~ 2022,Vålerenga,0.22,600,1501,https://cdn.sofifa.net/players/254/474/21_180.png
19191,Alex Negrea,LB,21,57,67,2019 ~ 2023,Chindia Târgovi?te,0.35,750,1422,https://cdn.sofifa.net/players/254/477/21_180.png
19192,Hiran Ahmed,LM,19,56,73,2019 ~ 2020,Thun,0.19,1,1492,https://cdn.sofifa.net/players/254/478/20_180.png
19193,Ali Al Raei,ST,19,50,64,2019 ~ 2023,Al Ittihad,0.06,3,1247,https://cdn.sofifa.net/players/254/479/20_180.png
19194,Rayan Al Marshoud,CAM,21,51,64,2019 ~ 2024,Al Raed,0.14,2,1319,https://cdn.sofifa.net/players/254/481/21_180.png
19195,Jonathan Díaz,RB,22,63,71,2019 ~ 2025,Santos Laguna,1,4,1491,https://cdn.sofifa.net/players/254/483/22_180.png
19196,Andreas Eikeseth Mjøs,CM,19,51,65,2019 ~ 2020,Brann,0.08,650,1425,https://cdn.sofifa.net/players/254/484/20_180.png
19197,Noël Wetz,RB,18,51,67,2019 ~ 2020,Thun,0.07,600,1302,https://cdn.sofifa.net/players/254/485/20_180.png
19198,Jean Pyerre C. Silveira Correa,CAM,23,76,82,2022 ~ 2022,Giresunspor,12,14,1873,https://cdn.sofifa.net/players/254/488/22_180.png
19199,Heitor Rodrigues Fonseca,RM,21,68,77,2019 ~ 2023,Cercle Brugge,2.6,4,1661,https://cdn.sofifa.net/players/254/493/23_180.png
19200,Jason Mbock,RM,22,57,66,2022 ~ 2023,Angers SCO,0.375,4,1465,https://cdn.sofifa.net/players/254/500/23_180.png
19201,Pape Meissa Ba,ST,24,63,67,2022 ~ 2025,Grenoble Foot 38,0.7,2,1477,https://cdn.sofifa.net/players/254/501/23_180.png
19202,Stefano Turati,GK,20,70,81,"Jun 30, 2023",Frosinone,3,8,1029,https://cdn.sofifa.net/players/254/502/23_180.png
19203,Henrik Jenset,RB,19,52,60,2019 ~ 2023,Molde,0.06,600,1298,https://cdn.sofifa.net/players/254/504/20_180.png
19204,Zidane Banjaqui,CM,20,67,77,2018 ~ 2020,Desportivo Aves,1.2,3,1840,https://cdn.sofifa.net/players/254/505/20_180.png
19205,Iñaki Álvarez Goñi,GK,23,63,73,2018 ~ 2021,Osasuna,0.925,4,913,https://cdn.sofifa.net/players/254/506/21_180.png
19206,Manuel Nieto Sánchez,ST,24,61,68,2022 ~ 2024,FC Andorra,0.675,1,1444,https://cdn.sofifa.net/players/254/507/23_180.png
19207,Kento Haneda,CB,23,62,67,2020 ~ 2023,Oita Trinita,0.6,900,1514,https://cdn.sofifa.net/players/254/509/22_180.png
19208,Albin Svensson,GK,20,50,59,2018 ~ 2021,Varberg BoIS,0.09,500,798,https://cdn.sofifa.net/players/254/512/21_180.png
19209,Carljohan Eriksson,GK,27,64,67,"Jun 30, 2023",Nordsjælland,0.575,1,1019,https://cdn.sofifa.net/players/254/513/23_180.png
19210,Kevin Höög Jansson,CB,21,60,68,2022 ~ 2026,Gangwon,0.55,1,1568,https://cdn.sofifa.net/players/254/514/23_180.png
19211,Hampus Holgersson,CAM,21,52,64,2020 ~ 2021,Mjällby,0.2,550,1316,https://cdn.sofifa.net/players/254/515/22_180.png
19212,Oskar Sivertsen,LM,18,55,75,2019 ~ 2024,Kristiansund,0.35,500,1418,https://cdn.sofifa.net/players/254/307/23_180.png
19213,Daniel Jesús Martín Gil,LB,23,63,71,2019 ~ 2024,Las Palmas,1,2,1663,https://cdn.sofifa.net/players/254/308/21_180.png
19214,Joel Nilsson,RB,27,64,64,2022 ~ 2023,Hammarby,0.625,2,1722,https://cdn.sofifa.net/players/254/309/23_180.png
19215,Carlos Mena Díaz,GK,23,60,67,2019 ~ 2021,Alcorcón,0.425,1,951,https://cdn.sofifa.net/players/254/311/21_180.png
19216,Joe West,LB,18,51,66,2018 ~ 2020,Sheffield Wednesday,0.07,1,1299,https://cdn.sofifa.net/players/254/314/20_180.png
19217,Liam Shaw,CDM,21,65,75,"Jun 30, 2023",Morecambe,1.6,9,1766,https://cdn.sofifa.net/players/254/315/23_180.png
19218,Ben Hughes,RWB,21,54,66,2016 ~ 2021,Sheffield Wednesday,0.275,2,1295,https://cdn.sofifa.net/players/254/316/21_180.png
19219,Ciaran Brennan,CB,22,60,68,"Jun 30, 2023",Swindon Town,0.525,2,1381,https://cdn.sofifa.net/players/254/317/23_180.png
19220,Elliot Gómez López,LM,21,66,76,2019 ~ 2023,Tenerife,1.9,2,1744,https://cdn.sofifa.net/players/254/319/22_180.png
19221,Jorge Padilla Soler,CAM,21,65,77,2019 ~ 2025,Tenerife,1.8,2,1661,https://cdn.sofifa.net/players/254/320/23_180.png
19222,Alexandru Ilie,RM,22,60,69,2019 ~ 2023,Voluntari,0.55,2,1617,https://cdn.sofifa.net/players/254/321/23_180.png
19223,Thomas Scott,GK,19,53,62,2021 ~ 2021,Port Vale,0.17,650,953,https://cdn.sofifa.net/players/254/325/21_180.png
19224,Henri Ogunby,RW,18,55,73,2020 ~ 2020,Burnley,0.16,2,1346,https://cdn.sofifa.net/players/254/326/20_180.png
19225,Hossam Hassan,RW,26,68,68,Free,Egypt,0,0,1738,https://cdn.sofifa.net/players/254/331/21_180.png
19226,Ajdin Hasi?,RW,20,67,75,2020 ~ 2024,Be?ikta?,2.2,11,1672,https://cdn.sofifa.net/players/254/333/23_180.png
19227,Jonathan Borja,LM,28,67,67,2022 ~ 2022,Always Ready,1,500,1733,https://cdn.sofifa.net/players/254/340/23_180.png
19228,Mirko Tomianovic,RW,20,66,74,2021 ~ 2023,Royal Pari,1.9,500,1864,https://cdn.sofifa.net/players/254/343/23_180.png
19229,Matías Pardo,RM,26,67,67,2019 ~ 2023,Patronato,1.1,6,1620,https://cdn.sofifa.net/players/254/344/23_180.png
19230,Luis Ortíz,LM,22,62,71,2023 ~ 2023,Sportivo Ameliano,0.9,500,1637,https://cdn.sofifa.net/players/254/346/23_180.png
19231,Alfredo Ramúa,CAM,33,69,69,2017 ~ 2022,Cusco,0.875,500,1776,https://cdn.sofifa.net/players/254/347/21_180.png
19232,Gustavo Olguín,CB,26,62,64,2021 ~ 2021,Palmaflor del Trópico,0.425,500,1370,https://cdn.sofifa.net/players/254/348/22_180.png
19233,Pablo Cifuentes,CB,32,66,66,2019 ~ 2024,El Nacional,0.55,500,1718,https://cdn.sofifa.net/players/254/349/21_180.png
19234,Juan Lara,CB,31,61,61,2019 ~ 2024,El Nacional,0.22,500,1616,https://cdn.sofifa.net/players/254/350/21_180.png
19235,Jair Yglesias,CB,39,61,61,2019 ~ 2024,Atlético Grau,0.06,500,1604,https://cdn.sofifa.net/players/254/351/21_180.png
19236,Diego Otoya,CB,29,59,59,2020 ~ 2024,Deportivo Binacional,0.19,500,1501,https://cdn.sofifa.net/players/254/354/21_180.png
19237,Brackzon León,CB,25,58,61,2018 ~ 2024,Atlético Grau,0.24,500,1421,https://cdn.sofifa.net/players/254/355/21_180.png
19238,Sergio Adrián,CAM,26,63,64,2023 ~ 2026,Palmaflor del Trópico,0.55,500,1715,https://cdn.sofifa.net/players/254/357/23_180.png
19239,Federico Acuña,CB,35,64,64,2017 ~ 2020,Sol de América,0.15,500,1599,https://cdn.sofifa.net/players/254/359/21_180.png
19240,Milciades Portillo,CB,28,62,63,2019 ~ 2024,Sol de América,0.375,500,1464,https://cdn.sofifa.net/players/254/360/21_180.png
19241,Iván Villalba,RB,25,64,68,2018 ~ 2024,Sol de América,0.725,500,1419,https://cdn.sofifa.net/players/254/361/21_180.png
19242,Marcelo Molinas,RB,19,60,66,2020 ~ 2024,Sol de América,0.35,500,1548,https://cdn.sofifa.net/players/254/362/21_180.png
19243,José Junhior Velásquez,CB,21,64,67,2019 ~ 2021,Cusco,0.75,500,1438,https://cdn.sofifa.net/players/254/364/21_180.png
19244,Ronal de Jesús,CDM,34,61,61,2019 ~ 2024,El Nacional,0.11,500,1613,https://cdn.sofifa.net/players/254/366/21_180.png
19245,Luis Arce,CM,28,65,65,2023 ~ 2023,Barcelona Guayaquil,0.625,500,1718,https://cdn.sofifa.net/players/254/368/23_180.png
19246,Edgar Ferreira,CDM,32,64,64,2018 ~ 2024,Sol de América,0.4,500,1597,https://cdn.sofifa.net/players/254/371/21_180.png
19247,Paulo Goyoneche,CM,27,65,66,2020 ~ 2022,UTC Cajamarca,0.725,500,1761,https://cdn.sofifa.net/players/254/372/22_180.png
19248,Miguel Aucca,CDM,21,61,73,2019 ~ 2022,Cusco,0.775,500,1738,https://cdn.sofifa.net/players/254/374/21_180.png
19249,Darío Pazmiño,CM,20,61,71,2019 ~ 2024,El Nacional,0.725,500,1690,https://cdn.sofifa.net/players/254/376/21_180.png
19250,Juan Raúl Neira,LM,25,61,63,2018 ~ 2021,Atlético Grau,0.4,500,1712,https://cdn.sofifa.net/players/254/378/21_180.png
19251,Cristhian Árabe,RM,30,64,64,2022 ~ 2023,Oriente Petrolero,0.55,500,1737,https://cdn.sofifa.net/players/254/383/23_180.png
19252,Alejandro Bejarano,CDM,38,66,66,2021 ~ 2022,Independiente Petrolero,0.275,500,1730,https://cdn.sofifa.net/players/254/386/23_180.png
19253,Eduardo Puña,CM,34,64,64,2019 ~ 2024,Always Ready,0.275,500,1711,https://cdn.sofifa.net/players/254/387/21_180.png
19254,Aldo Vera,CDM,32,64,64,2020 ~ 2024,Sportivo Luqueño,0.45,500,1735,https://cdn.sofifa.net/players/254/388/21_180.png
19255,Johan Padilla,GK,27,67,70,2020 ~ 2023,El Nacional,1,500,1095,https://cdn.sofifa.net/players/254/389/21_180.png
19256,José Cárdenas,GK,27,64,67,2022 ~ 2023,Universidad Católica,0.575,500,1168,https://cdn.sofifa.net/players/254/390/23_180.png
19257,Máximo Rabines,GK,28,63,65,2020 ~ 2022,César Vallejo,0.4,500,1003,https://cdn.sofifa.net/players/254/392/23_180.png
19258,Kenneth Córdova,GK,20,58,65,2019 ~ 2024,Atlético Grau,0.35,500,1000,https://cdn.sofifa.net/players/254/394/21_180.png
19259,Leonardo Claros,GK,24,61,68,2021 ~ 2022,Always Ready,0.55,500,1141,https://cdn.sofifa.net/players/254/396/23_180.png
19260,Rubén Escobar,GK,31,66,66,2023 ~ 2026,Palmaflor del Trópico,0.45,500,965,https://cdn.sofifa.net/players/254/397/23_180.png
19261,Luis Franco,GK,22,61,67,2022 ~ 2022,Sol de América,0.425,500,913,https://cdn.sofifa.net/players/254/399/23_180.png
19262,Ricardo Farro,GK,37,63,63,2021 ~ 2026,Melgar,0.05,500,1111,https://cdn.sofifa.net/players/254/401/23_180.png
19263,Alán Mercado,LM,27,63,63,2021 ~ 2021,Guabirá,0.475,500,1523,https://cdn.sofifa.net/players/254/403/22_180.png
19264,Carlos Roca,LB,25,67,70,2023 ~ 2023,The Strongest,1.2,500,1720,https://cdn.sofifa.net/players/254/404/23_180.png
19265,José Monaga,LB,24,63,67,2021 ~ 2022,Mushuc Runa,0.65,500,1672,https://cdn.sofifa.net/players/254/406/23_180.png
19266,Axel Sánchez,CM,23,61,67,2017 ~ 2021,Atlético Grau,0.475,500,1533,https://cdn.sofifa.net/players/254/407/21_180.png
19267,Roberto Céspedes,LB,21,62,67,2019 ~ 2021,Atlético Grau,0.575,500,1639,https://cdn.sofifa.net/players/254/408/21_180.png
19268,Francisco Rodríguez,LB,27,66,66,2022 ~ 2022,Wilstermann,0.825,500,1573,https://cdn.sofifa.net/players/254/409/23_180.png
19269,Adrián Vargas,LB,24,61,66,2020 ~ 2024,Sol de América,0.45,500,1658,https://cdn.sofifa.net/players/254/411/21_180.png
19270,Alexis Cossio,LM,27,64,64,2022 ~ 2022,Cienciano,0.575,500,1814,https://cdn.sofifa.net/players/254/412/23_180.png
19272,Janus Vivar,RM,23,65,70,2021 ~ 2023,Universidad Católica,1.1,500,1663,https://cdn.sofifa.net/players/254/215/23_180.png
19273,Hideyoshi Arakaki,RW,22,62,68,2018 ~ 2020,Melgar,0.65,500,1592,https://cdn.sofifa.net/players/254/216/21_180.png
19274,Bryan Sánchez,LM,28,63,63,2021 ~ 2024,Emelec,0.475,500,1652,https://cdn.sofifa.net/players/254/217/22_180.png
19275,Luis Iberico,ST,24,71,74,2021 ~ 2022,Melgar,2.6,650,1755,https://cdn.sofifa.net/players/254/220/23_180.png
19276,Brian Farioli,LM,24,68,69,"Dec 31, 2023",Central Cordoba SdE,1.5,5,1706,https://cdn.sofifa.net/players/254/222/23_180.png
19277,Joshua Render,GK,20,54,63,2019 ~ 2022,Sheffield Wednesday,0.2,550,871,https://cdn.sofifa.net/players/254/223/22_180.png
19278,Jordan O'Brien,ST,18,53,66,2019 ~ 2020,Sheffield Wednesday,0.11,2,1289,https://cdn.sofifa.net/players/254/224/20_180.png
19279,Anderson Oliveira da Silva,RW,23,68,74,2019 ~ 2023,Portimonense,1.9,3,1642,https://cdn.sofifa.net/players/254/225/23_180.png
19280,Joel Quintero,CB,23,66,70,2019 ~ 2023,Emelec,1.1,500,1430,https://cdn.sofifa.net/players/254/227/23_180.png
19281,Oscar Salomón,CB,23,65,73,"Dec 31, 2022",Tigre,1.5,3,1510,https://cdn.sofifa.net/players/254/228/23_180.png
19282,Romario Caicedo,RW,32,69,69,2017 ~ 2025,Emelec,0.975,500,1773,https://cdn.sofifa.net/players/254/229/23_180.png
19283,Sabit Abdulai,CDM,23,62,69,"Jun 30, 2023",Ponferradina,0.8,4,1667,https://cdn.sofifa.net/players/254/230/23_180.png
19284,Asif Khan,CAM,21,46,58,2019 ~ 2024,Mumbai City,0.12,500,1293,https://cdn.sofifa.net/players/254/232/23_180.png
19285,Hólger Matamoros,LM,35,63,63,2020 ~ 2024,El Nacional,0.2,500,1544,https://cdn.sofifa.net/players/254/233/21_180.png
19286,Dixon Arroyo,CM,30,70,70,2023 ~ 2023,Inter Miami,1.3,5,1638,https://cdn.sofifa.net/players/254/234/23_180.png
19287,Wilmer Godoy,RM,26,64,65,2019 ~ 2022,Emelec,0.625,500,1670,https://cdn.sofifa.net/players/254/235/21_180.png
19288,Carlos Orejuela,ST,26,57,57,2017 ~ 2023,Emelec,0.11,500,1393,https://cdn.sofifa.net/players/254/237/20_180.png
19289,Frank Bamenye,RM,19,53,66,2019 ~ 2022,Mjøndalen,0.22,500,1354,https://cdn.sofifa.net/players/254/239/22_180.png
19290,Adrian Hansen,CB,19,55,67,2020 ~ 2024,Mjøndalen,0.275,500,1342,https://cdn.sofifa.net/players/254/240/22_180.png
19291,Paul Fromm,CB,18,51,67,2019 ~ 2020,Carl Zeiss Jena,0.07,500,1175,https://cdn.sofifa.net/players/254/241/20_180.png
19292,Niklas Zaß,ST,18,51,70,2018 ~ 2020,Uerdingen,0.08,650,1224,https://cdn.sofifa.net/players/254/242/20_180.png
19293,Nabil Touaizi Zoubdi,LM,21,63,70,2020 ~ 2024,Espanyol,0.975,3,1630,https://cdn.sofifa.net/players/254/244/23_180.png
19294,Timo Becker,RM,25,69,71,2022 ~ 2025,Holstein Kiel,1.6,8,1649,https://cdn.sofifa.net/players/254/245/23_180.png
19295,Mohamed Hany,RB,24,70,75,Free,Egypt,0,0,1873,https://cdn.sofifa.net/players/254/252/21_180.png
19296,Hamdi Fathi,CDM,26,69,70,Free,Egypt,0,0,1897,https://cdn.sofifa.net/players/254/254/21_180.png
19297,Nilton Varela Lopes,LWB,20,68,77,2019 ~ 2022,Belenenses,2.5,2,1803,https://cdn.sofifa.net/players/254/258/22_180.png
19298,Breston Malula,CDM,18,56,74,2019 ~ 2021,Young Boys,0.18,900,1465,https://cdn.sofifa.net/players/254/259/20_180.png
19299,Kevin Egell-Johnsen,LB,22,59,70,2019 ~ 2022,Odd,0.475,750,1468,https://cdn.sofifa.net/players/254/260/23_180.png
19300,José Aguilar Martinez,CM,21,52,63,2022 ~ 2024,Sion,0.18,3,1451,https://cdn.sofifa.net/players/254/261/23_180.png
19301,Vicente Esquerdo Santas,CM,23,62,68,2016 ~ 2024,Valencia,0.625,5,1619,https://cdn.sofifa.net/players/254/263/23_180.png
19302,Florent Poulolo,CDM,23,59,68,2018 ~ 2021,Getafe,0.5,4,1464,https://cdn.sofifa.net/players/254/265/21_180.png
19303,Juan Carlos Azón Marco,GK,19,62,78,2019 ~ 2021,Real Zaragoza,0.9,600,925,https://cdn.sofifa.net/players/254/266/21_180.png
19304,Denilho Cleonise,LW,20,65,73,2021 ~ 2023,FC Twente,1.6,3,1620,https://cdn.sofifa.net/players/254/268/23_180.png
19305,Sander Marthinussen,CM,19,53,67,2019 ~ 2023,Brann,0.13,650,1413,https://cdn.sofifa.net/players/254/269/20_180.png
19306,Mikal Berg Kvinge,CM,17,52,73,2019 ~ 2023,Brann,0.25,500,1345,https://cdn.sofifa.net/players/254/270/22_180.png
19307,Amer Eriksson Ibragic,LWB,25,58,61,2018 ~ 2020,Mjällby,0.25,550,1382,https://cdn.sofifa.net/players/254/271/21_180.png
19308,Adi Terzi?,RWB,22,60,68,2018 ~ 2020,Mjällby,0.525,500,1467,https://cdn.sofifa.net/players/254/272/21_180.png
19309,Alexis Beka Beka,CM,21,70,80,2022 ~ 2027,Nice,3.4,14,1838,https://cdn.sofifa.net/players/254/273/23_180.png
19310,Erik Pärsson,ST,26,60,62,2019 ~ 2024,Mjällby,0.3,700,1452,https://cdn.sofifa.net/players/254/274/21_180.png
19311,Taylor Silverholt,ST,20,57,68,2018 ~ 2023,Mjällby,0.375,600,1341,https://cdn.sofifa.net/players/254/275/22_180.png
19312,Ennio van der Gouw,GK,20,56,70,2019 ~ 2022,FC Twente,0.3,850,933,https://cdn.sofifa.net/players/254/276/22_180.png
19313,Emmanuel Ochoa,GK,17,51,71,2020 ~ 2024,San Jose Earthquakes,0.14,500,808,https://cdn.sofifa.net/players/254/277/23_180.png
19314,Jesper Modig,CB,25,59,64,2018 ~ 2020,Varberg BoIS,0.3,500,1304,https://cdn.sofifa.net/players/254/278/21_180.png
19315,Erion Sadiku,CM,19,59,69,2021 ~ 2023,Genoa,0.45,1,1390,https://cdn.sofifa.net/players/254/279/22_180.png
19316,Keanin Ayer,CM,22,60,67,2022 ~ 2024,Sandefjord,0.475,650,1595,https://cdn.sofifa.net/players/254/280/23_180.png
19317,Astrit Selmani,ST,25,68,71,2022 ~ 2025,Midtjylland,1.6,11,1731,https://cdn.sofifa.net/players/254/281/23_180.png
19318,Robin Book,CM,28,63,63,2020 ~ 2021,Örebro,0.475,1,1599,https://cdn.sofifa.net/players/254/283/21_180.png
19319,Daniel Krezic,LM,26,61,62,2022 ~ 2024,Degerfors,0.35,700,1627,https://cdn.sofifa.net/players/254/284/23_180.png
19320,Doru Dumitrescu,CDM,22,55,66,2017 ~ 2021,Viitorul,0.275,1,1587,https://cdn.sofifa.net/players/254/288/21_180.png
19321,Tiberiu C?pu??,RB,24,65,70,2021 ~ 2024,Chindia Târgovi?te,1,1,1635,https://cdn.sofifa.net/players/254/289/23_180.png
19322,Sandro Theler,LM,20,62,76,2018 ~ 2024,Sion,0.925,3,1589,https://cdn.sofifa.net/players/254/290/22_180.png
19323,Cian Tyler,GK,20,54,68,2019 ~ 2025,Coventry City,0.23,2,822,https://cdn.sofifa.net/players/254/293/23_180.png
19324,Dominick Zator,CB,27,63,63,2022 ~ 2024,Korona Kielce,0.475,1,1494,https://cdn.sofifa.net/players/254/294/23_180.png
19325,Agano Dialo,ST,19,52,70,2019 ~ 2023,Haugesund,0.11,550,1223,https://cdn.sofifa.net/players/254/295/20_180.png
19326,Zafer Görgen,GK,21,63,73,2019 ~ 2023,Rizespor,0.925,1,935,https://cdn.sofifa.net/players/254/297/22_180.png
19327,Alessandro Pietrogiovanna,GK,19,50,68,2019 ~ 2021,Lugano,0.11,500,820,https://cdn.sofifa.net/players/254/298/21_180.png
19328,Jean Paul García,GK,18,60,77,2019 ~ 2021,Getafe,0.55,500,920,https://cdn.sofifa.net/players/254/300/22_180.png
19329,Bubacarr Jobe,ST,25,56,57,2018 ~ 2021,Mjällby,0.17,650,1400,https://cdn.sofifa.net/players/254/302/21_180.png
19330,Ilay Elmkies,CM,22,62,71,2019 ~ 2023,TSG Hoffenheim,0.85,5,1628,https://cdn.sofifa.net/players/254/303/23_180.png
19331,Nahar Al Qahtani,LB,19,53,68,2019 ~ 2023,Damac,0.12,1,1339,https://cdn.sofifa.net/players/254/305/20_180.png
19332,Finlay Macnab,CM,18,49,67,2019 ~ 2021,AFC Wimbledon,0.06,500,1302,https://cdn.sofifa.net/players/254/118/20_180.png
19333,Jack Madelin,CB,19,52,64,2019 ~ 2022,AFC Wimbledon,0.18,650,1236,https://cdn.sofifa.net/players/254/119/22_180.png
19334,Miguel Ángel Leal Díaz,RWB,25,65,68,2018 ~ 2023,Villarreal II,0.875,2,1682,https://cdn.sofifa.net/players/254/123/23_180.png
19335,Juan Miritello,ST,23,62,68,2021 ~ 2026,Defensa y Justicia,0.625,3,1454,https://cdn.sofifa.net/players/254/125/23_180.png
19336,Mateusz Supryn,CDM,20,53,63,2019 ~ 2020,Cracovia Kraków,0.09,750,1424,https://cdn.sofifa.net/players/254/127/20_180.png
19337,Jacob Kvarven,CM,18,52,69,2019 ~ 2024,Haugesund,0.2,500,1434,https://cdn.sofifa.net/players/254/128/21_180.png
19338,Christian Makoun,CB,22,66,76,2022 ~ 2023,New England,1.8,2,1679,https://cdn.sofifa.net/players/254/129/23_180.png
19339,George Acosta,CAM,22,57,66,2022 ~ 2022,Inter Miami,0.375,1,1474,https://cdn.sofifa.net/players/254/130/23_180.png
19340,Matías Miranda,CM,22,66,73,2019 ~ 2024,Gimnasia La Plata,1.7,5,1714,https://cdn.sofifa.net/players/254/131/23_180.png
19341,Stefano Palmucci,CDM,18,51,70,2019 ~ 2023,Pescara,0.08,500,1300,https://cdn.sofifa.net/players/254/133/20_180.png
19342,Fabian Pavone,CF,19,53,70,2019 ~ 2023,Pescara,0.13,550,1334,https://cdn.sofifa.net/players/254/134/20_180.png
19343,Benedikt Willert,GK,19,53,70,2019 ~ 2024,Nürnberg,0.21,600,850,https://cdn.sofifa.net/players/254/137/21_180.png
19344,Max Mata,ST,21,60,64,2022 ~ 2024,Sligo Rovers,0.375,500,1519,https://cdn.sofifa.net/players/254/138/23_180.png
19345,Carlos Jiménez,GK,20,62,72,2018 ~ 2024,Blooming,0.75,500,890,https://cdn.sofifa.net/players/254/139/23_180.png
19346,Leonardo Urapuca,CB,21,60,72,2018 ~ 2024,Blooming,0.575,500,1451,https://cdn.sofifa.net/players/254/140/21_180.png
19347,Andrés Veizaga,CM,23,63,69,2019 ~ 2024,Blooming,0.7,500,1575,https://cdn.sofifa.net/players/254/141/21_180.png
19348,Nando Pijnaker,CB,23,63,67,2023 ~ 2023,Sligo Rovers,0.625,550,1550,https://cdn.sofifa.net/players/254/143/23_180.png
19349,Jordan Swibel,CF,22,52,60,2021 ~ 2022,Western Sydney Wanderers,0.18,1,1320,https://cdn.sofifa.net/players/254/144/22_180.png
19350,Edward Vaca,CAM,20,59,69,2018 ~ 2025,Blooming,0.5,500,1441,https://cdn.sofifa.net/players/254/150/21_180.png
19351,Daniel Lino,CM,20,62,71,2022 ~ 2023,The Strongest,0.825,500,1594,https://cdn.sofifa.net/players/254/151/23_180.png
19352,Marco Fuchshofer,ST,18,57,71,2019 ~ 2023,Rapid Wien,0.22,1,1323,https://cdn.sofifa.net/players/254/153/20_180.png
19353,Casey Walls,CB,19,51,66,2019 ~ 2026,San Jose Earthquakes,0.13,600,1174,https://cdn.sofifa.net/players/254/154/23_180.png
19354,Clody Menacho,CM,18,56,71,2019 ~ 2024,Blooming,0.325,500,1534,https://cdn.sofifa.net/players/254/155/21_180.png
19355,Harrison Myring,ST,18,51,67,2019 ~ 2020,Doncaster Rovers,0.08,850,1236,https://cdn.sofifa.net/players/254/156/20_180.png
19356,Kerr McInroy,LWB,21,62,69,2022 ~ 2024,Kilmarnock,0.75,1,1713,https://cdn.sofifa.net/players/254/158/23_180.png
19357,Zsolt Nagy,LW,29,68,68,Free,Hungary,0,0,1704,https://cdn.sofifa.net/players/254/159/23_180.png
19358,Donát Zsótér,CAM,23,68,75,Free,Hungary,0,0,1776,https://cdn.sofifa.net/players/254/160/20_180.png
